Category,Metric,Meaning / Logic,SQL,Verified,Owner
FO Growth,Visitors - Vehicle Attributes - Collection,"Aliases: % Vehicle Attributes Collected; Vehicle Attr by Source.

Of Subscribed Visitors (Apr-2026 onwards), % who had vehicle attributes (number, body, length, tyre) collected — split by collection point: Onboarding flow / Token flow / Homepage. Also reports % vehicles verified.","-- Visitors scope: landed_on_mp = 1 AND fo_sub_type = 'Subs' from 2026-04-01.
-- Vehicle attributes parsed from operator_app_events_current.miscellaneous on screens:
--   web_active_loads, web_confirm_load, web_preffered_vehicle.
-- Output: % attr verified overall, split by Onboarding flow / Token flow / Homepage,
--         and % vehicles verified (apollo_operator_vehicle.attribute_verified_by NOT NULL).",True,Aakash
Pricing,% Gross Take Rate,"Aliases: Gross TR, pnl_wo_discount, Take Rate (without Discount)

Expected (pre-cost) P&L divided by consigner freight fare on trips.","with consignments_data as (
select consignment_id, demand_id, supplyfare, operator_code, consignment_rank
from mp_analytics_critical.fact_consignments_full
) 


select 
sum(pnl_expected+supplyfare-prev_supplyfare)*1.0/sum(consigner_freight_fare)
from
(
select demand_id, pnl_expected, consigner_freight_fare, trip_flag
from mp_analytics_core.fact_consigner_demands_lead_source
where trip_flag=1) a

left join

( 
select demand_id, latest_consignment_id
from mp_analytics_critical.fact_demands_full ) b
on a.demand_id=b.demand_id

left join

( 
select consignment_id, supplyfare
from consignments_data ) c
on b.latest_consignment_id=c.consignment_id

left join

( 
select demand_id, supplyfare as prev_supplyfare, operator_code as prev_operator_code
from consignments_data
where consignment_rank=1 ) d
on a.demand_id=d.demand_id",True,Gajinder
Pricing,% Trip Gross Take Rate,"Aliases: Trip Gross TR; % Gross Margin per Trip, Take Rate (without Discount and without Replacement Cost)","select sum(pnl_expected)*1.0/sum(consigner_freight_fare)
from mp_analytics_core.fact_consigner_demands_lead_source
where trip_flag=1",True,Gajinder
Pricing,% Net Take Rate,"Aliases: Net TR; % Net Margin per Trip, pnl, Take Rate

Net P&L (after costs) divided by consigner freight fare, on trip demands only. Headline profitability per trip.","SELECT
  SUM(CASE WHEN trip_flag = 1 THEN pnl END) * 1.0
  / NULLIF(SUM(CASE WHEN trip_flag = 1 THEN consigner_freight_fare END), 0) AS net_take_rate
FROM mp_analytics_core.fact_consigner_demands_lead_source",True,Gajinder
Pricing,% Trip Net Take Rate,"Aliases: Net TR; % Net Margin per Trip, pnl, Take Rate

Net P&L (after costs) divided by consigner freight fare, on trip demands only. Headline profitability per trip.","SELECT
  SUM(CASE WHEN trip_flag = 1 THEN pnl END) * 1.0
  / NULLIF(SUM(CASE WHEN trip_flag = 1 THEN consigner_freight_fare END), 0) AS net_take_rate
FROM mp_analytics_core.fact_consigner_demands_lead_source",True,Gajinder
FO Growth,Operator Fleet Size,"Aliases : Fleet Size

Number of vehicles owned by Operator and operator fleet categorization.","select operator_code, count(vehicle_id) as vehicle_count,
case when count(vehicle_id)=1 then 'SVO'
when count(vehicle_id)<=4 then 'SFO'
when count(vehicle_id)>=5 then 'MFO'
else null end as fleet_size
from mp_analytics_core.fact_vehicle_info
where live_date is not null
and deboarding_date is null
group by 1",True,Gajinder
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
,,,,False,
